160,160
159,160
158,160
157,160
156,160
155,160
154,160
153,160
152,160
151,160
150,160
149,160
148,160
147,160
146,160
145,160
144,160
143,160
142,160
141,160
140,160
139,160
138,160
137,160
136,160
135,160
134,160
133,160
132,160
131,160
130,160
129,160
128,160
127,160
126,160
125,160
124,160
123,160
122,160
121,160
120,160
119,160
118,160
117,160
116,160
115,160
114,160
113,160
112,160
111,160
110,160
109,160
108,160
107,160
106,160
105,160
104,160
103,160
102,160
101,160
100,160
99,160
98,160
97,160
96,160
95,160
94,160
93,160
92,160
91,160
90,160
89,160
88,160
87,160
86,160
85,160
84,160
83,160
82,160
81,160
80,160
79,160
78,160
77,160
76,160
75,160
74,160
73,160
72,160
71,160
70,160
69,160
68,160
67,160
66,160
65,160
64,160
63,160
62,160
61,160
60,160
59,160
58,160
57,160
56,160
55,160
54,160
53,160
52,160
51,160
50,160
49,160
48,160
47,160
46,160
45,160
44,160
43,160
42,160
41,160
40,160
39,160
38,160
37,160
36,160
35,160
34,160
33,160
32,160
31,160
30,160
29,160
28,160
27,160
26,160
25,160
24,160
23,160
22,160
21,160
20,160
19,160
18,160
17,160
16,160
15,160
14,160
13,160
12,160
11,160
10,160
9,160
8,160
7,160
6,160
5,160
4,160
3,160
2,160
1,160
0,160
